"id","valid_id","sname","sauthor","tname","tauthor","resource_id","resname","datecollected","latitude","longitude","lifestage","basisofrecord","datelastcached","dateprecision","datelastmodified","depth","depthprecision","temperature","salinity","nitrate","oxygen","phosphate","silicate"
15594117,471162,"Microgadus tomcod","","Microgadus tomcod","(Walbaum, 1792)",2417,"Fish specimens","1916-09-26",44.7000007629395,-65.6166687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15686541,616665,"Coryphaenoides rupestris","","Coryphaenoides rupestris","Gunnerus, 1765",2417,"Fish specimens","1966-07-24",42.2750015258789,-65.1388854980469,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15794039,478781,"Notacanthus chemnitzi","","Notacanthus chemnitzi","Bloch, 1788",2417,"Fish specimens","1966-07-24",42.2750015258789,-65.1388854980469,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15656803,664200,"Raja fyllae","","Raja fyllae","Lütken, 1887",2417,"Fish specimens","1966-07-24",42.2750015258789,-65.1388854980469,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15658417,469903,"Merluccius bilinearis","","Merluccius bilinearis","(Mitchill, 1814)",2417,"Fish specimens","1982-09-28",39.0833320617676,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15659198,447296,"Glyptocephalus cynoglossus","","Glyptocephalus cynoglossus","(Linnaeus, 1758)",2417,"Fish specimens","1966-02-10",38.9416656494141,-72.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15682150,425868,"Conger oceanicus","","Conger oceanicus","(Mitchill, 1818)",2417,"Fish specimens","1982-09-27",38.8166656494141,-74.8000030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15664683,400645,"Ammodytes americanus","","Ammodytes americanus","DeKay, 1842",2417,"Fish specimens","1967-07-28",44.375,-66.4000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15694220,502486,"Raja sp","","Raja","Linnaeus, 1758",2417,"Fish specimens","1982-09-28",39.0833320617676,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15675553,489354,"Peprilus triacanthus","","Peprilus triacanthus","(Peck, 1804)",2417,"Fish specimens","1982-09-16",36.216667175293,-74.7666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15797003,400645,"Ammodytes americanus","","Ammodytes americanus","DeKay, 1842",2417,"Fish specimens","1982-09-15",36.8499984741211,-75.2666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15781637,418294,"Centropristis striata","","Centropristis striata","(Linnaeus, 1758)",2417,"Fish specimens","1982-09-15",36.8499984741211,-75.2666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15792811,463332,"Limanda ferruginea","","Limanda ferruginea","(Storer, 1839)",2417,"Fish specimens","1916-09-26",44.7000007629395,-65.6166687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15672721,620721,"Diaphus dumerilii","","Diaphus dumerilii","(Bleeker, 1856)",2417,"Fish specimens","1982-09-26",38.0833320617676,-73.8499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15605349,400645,"Ammodytes americanus","","Ammodytes americanus","DeKay, 1842",2417,"Fish specimens","1967-07-28",44.375,-66.4000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15791064,842457,"Catostomus commersonii","","Catostomus commersonii","(Lacepède, 1803)",2417,"Fish specimens","1938-08-15",45.8555564880371,-64.5583343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15687225,399768,"Alosa sapidissima","","Alosa sapidissima","(Wilson, 1811)",2417,"Fish specimens","1938-08-15",45.8555564880371,-64.5583343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15600414,399767,"Alosa pseudoharengus","","Alosa pseudoharengus","(Wilson, 1811)",2417,"Fish specimens","1971-10-19",45.4166679382324,-66,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15611392,526798,"Macrozoarces americanus","","Macrozoarces americanus","(Bloch & Schneider, 1801)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15813118,526798,"Macrozoarces americanus","","Macrozoarces americanus","(Bloch & Schneider, 1801)",2417,"Fish specimens","1982-09-28",39.0833320617676,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15662869,454198,"Paralichthys oblongus","","Paralichthys oblongus","(Mitchill, 1815)",2417,"Fish specimens","1966-02-10",38.9749984741211,-72.8499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15655748,646777,"Myctophum punctatum","","Myctophum punctatum","Rafinesque, 1810",2417,"Fish specimens","1967-04-05",35.9833335876465,-74.8000030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15811798,463332,"Limanda ferruginea","","Limanda ferruginea","(Storer, 1839)",2417,"Fish specimens","1982-09-28",39.0833320617676,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15806359,513581,"Stenotomus chrysops","","Stenotomus chrysops","(Linnaeus, 1766)",2417,"Fish specimens","1966-02-10",38.9749984741211,-72.8499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
22055311,399767,"Alosa pseudoharengus","","Alosa pseudoharengus","(Wilson, 1811)",2417,"Fish specimens","1966-02-10",38.9416656494141,-72.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15800408,474883,"Myxine glutinosa","","Myxine glutinosa","Linnaeus, 1758",2417,"Fish specimens","1966-07-28",45.0833320617676,-67,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15694910,500254,"Pseudopleuronectes americanus","","Pseudopleuronectes americanus","(Walbaum, 1792)",2417,"Fish specimens","1982-09-28",39.0833320617676,-73.5,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15676597,670990,"Stomias boa ferox","","Stomias boa ferox","Reinhardt, 1842",2417,"Fish specimens","1966-07-25",42.1222229003906,-65.3916702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15667255,457793,"Isurus oxyrinchus","","Isurus oxyrinchus","Rafinesque, 1810",2417,"Fish specimens","",42.1666679382324,-65.6666641235352,"","S",2011-10-06 00:00:00,"","",,,,,,,,
15660206,667590,"Scyliorhinus retifer","","Scyliorhinus retifer","(Garman, 1881)",2417,"Fish specimens","1982-09-26",38.1166648864746,-73.9166641235352,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15610907,454204,"Hippoglossoides platessoides","","Hippoglossoides platessoides","(Fabricius, 1780)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15610681,474441,"Myoxocephalus octodecemspinosus","","Myoxocephalus octodecemspinosus","(Mitchill, 1814)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15607729,666051,"Salmo salar","","Salmo salar","Linnaeus, 1758",2417,"Fish specimens","1960-08-25",45.25,-65.0666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15599845,508085,"Scophthalmus aquosus","","Scophthalmus aquosus","(Mitchill, 1815)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15598825,671890,"Synagrops bellus","","Synagrops bellus","(Goode & Bean, 1896)",2417,"Fish specimens","1982-09-16",36.216667175293,-74.7666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15604670,526625,"Zenopsis conchifera","","Zenopsis conchifera","(Lowe, 1852)",2417,"Fish specimens","1980-10-22",44.6333351135254,-66.7333297729492,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15797859,700889,"Syngnathus fuscus","","Syngnathus fuscus","Storer, 1839",2417,"Fish specimens","1982-09-27",38.8166656494141,-74.8000030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15602672,850957,"Perestedion miniatum","","Perestedion miniatum","",2417,"Fish specimens","1982-09-16",36.216667175293,-74.7666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15779183,444713,"Fundulus diaphanus","","Fundulus diaphanus","(Lesueur, 1817)",2417,"Fish specimens","1938-08-15",45.8555564880371,-64.5583343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15797890,601743,"Apeltes quadracus","","Apeltes quadracus","(Mitchill, 1815)",2417,"Fish specimens","1971-10-09",45.4166679382324,-66,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15811935,618662,"Cyclopterus lumpus","","Cyclopterus lumpus","Linnaeus, 1758",2417,"Fish specimens","1922-08-22",45.2999992370605,-64.4499969482422,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15781138,699936,"Pomatomus saltatrix","","Pomatomus saltatrix","(Linnaeus, 1766)",2417,"Fish specimens","",45.3499984741211,-63.75,"","S",2011-10-06 00:00:00,"","",,,,,,,,
15664248,473203,"Morone saxatilis","","Morone saxatilis","(Walbaum, 1792)",2417,"Fish specimens","1961-06-19",45.1500015258789,-66.966667175293,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15592889,447296,"Glyptocephalus cynoglossus","","Glyptocephalus cynoglossus","(Linnaeus, 1758)",2417,"Fish specimens","2009-11-20",45.1074981689453,-65.9191665649414,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15793447,406866,"Aspidophoroides monopterygius","","Aspidophoroides monopterygius","(Bloch, 1786)",2417,"Fish specimens","1985-08-21",45.0833320617676,-67,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15655290,500254,"Pseudopleuronectes americanus","","Pseudopleuronectes americanus","(Walbaum, 1792)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15611415,462767,"Raja erinacea","","Raja erinacea","Mitchill, 1825",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15807332,509408,"Seriola zonata","","Seriola zonata","(Mitchill, 1815)",2417,"Fish specimens","1982-09-27",38.8166656494141,-74.8000030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15687212,521632,"Trinectes maculatus","","Trinectes maculatus","(Bloch & Schneider, 1801)",2417,"Fish specimens","1982-09-27",38.5999984741211,-75,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15606328,524067,"Urophycis chuss","","Urophycis chuss","(Walbaum, 1792)",2417,"Fish specimens","1982-09-27",38.5999984741211,-75,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15796988,524072,"Urophycis regia","","Urophycis regia","(Walbaum, 1792)",2417,"Fish specimens","1982-09-15",36.8499984741211,-75.2666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15676884,418909,"Ceratoscopelus maderensis","","Ceratoscopelus maderensis","(Lowe, 1839)",2417,"Fish specimens","1967-04-05",35.9833335876465,-74.8000030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15792363,459033,"Kyphosus sectatrix","","Kyphosus sectatrix","(Linnaeus, 1758)",2417,"Fish specimens","1966-07-29",42,-66,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15809832,445695,"Gasterosteus aculeatus","","Gasterosteus aculeatus","Linnaeus, 1758",2417,"Fish specimens","1971-10-19",45.4166679382324,-66,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15784211,452155,"Helicolenus dactylopterus","","Helicolenus dactylopterus","(Delaroche, 1809)",2417,"Fish specimens","1982-09-15",37.0999984741211,-74.5500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15696456,463332,"Limanda ferruginea","","Limanda ferruginea","(Storer, 1839)",2417,"Fish specimens","1916-09-26",44.7000007629395,-65.6166687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15658154,612198,"Chauliodus sloani","","Chauliodus sloani","Bloch & Schneider, 1801",2417,"Fish specimens","1982-09-26",38.0833320617676,-73.8499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15593556,469903,"Merluccius bilinearis","","Merluccius bilinearis","(Mitchill, 1814)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15593617,469744,"Menidia menidia","","Menidia menidia","(Linnaeus, 1766)",2417,"Fish specimens","1947-08-20",45.1500015258789,-66.966667175293,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15660704,695575,"Anguilla rostrata","","Anguilla rostrata","(Lesueur, 1817)",2417,"Fish specimens","1938-08-15",45.8555564880371,-64.5583343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15802080,850957,"Perestedion miniatum","","Perestedion miniatum","",2417,"Fish specimens","1966-02-10",38.9416656494141,-72.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15668239,464995,"Lopholatilus chamaeleonticeps","","Lopholatilus chamaeleonticeps","Goode & Bean, 1879",2417,"Fish specimens","1966-02-10",38.9416656494141,-72.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15695550,638211,"Lepophidium cervinum","","Lepophidium cervinum","Goode & Bean, 1885",2417,"Fish specimens","1982-09-26",38.1166648864746,-73.9166641235352,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15061041,646777,"Myctophum punctatum","","Myctophum punctatum","Rafinesque, 1810",2417,"Fish specimens","1982-09-26",38.0833320617676,-73.8499984741211,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15786944,418909,"Ceratoscopelus maderensis","","Ceratoscopelus maderensis","(Lowe, 1839)",2417,"Fish specimens","1967-04-03",37.7999992370605,-74.0833358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15123588,497607,"Prionotus carolinus","","Prionotus carolinus","(Linnaeus, 1771)",2417,"Fish specimens","1982-09-15",36.8499984741211,-75.2666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15683131,454198,"Paralichthys oblongus","","Paralichthys oblongus","(Mitchill, 1815)",2417,"Fish specimens","1982-09-16",36.216667175293,-74.7666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15688648,524072,"Urophycis regia","","Urophycis regia","(Walbaum, 1792)",2417,"Fish specimens","1982-09-16",36.216667175293,-74.7666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15696518,526625,"Zenopsis conchifera","","Zenopsis conchifera","(Lowe, 1852)",2417,"Fish specimens","1982-09-16",36.216667175293,-74.7666702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15609738,606260,"Benthosema glaciale","","Benthosema glaciale","(Reinhardt, 1837)",2417,"Fish specimens","1967-04-05",35.9833335876465,-74.8000030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15805447,400645,"Ammodytes americanus","","Ammodytes americanus","DeKay, 1842",2417,"Fish specimens","1967-07-27",44.375,-66.4000015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15669635,452155,"Helicolenus dactylopterus","","Helicolenus dactylopterus","(Delaroche, 1809)",2417,"Fish specimens","1966-02-10",38.9416656494141,-72.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15795519,423131,"Citharichthys arctifrons","","Citharichthys arctifrons","Goode, 1880",2417,"Fish specimens","1982-09-15",37.0999984741211,-74.5500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15791927,464928,"Lophius americanus","","Lophius americanus","Valenciennes, 1837",2417,"Fish specimens","1966-02-10",38.9416656494141,-72.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15698068,489354,"Peprilus triacanthus","","Peprilus triacanthus","(Peck, 1804)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15659599,399767,"Alosa pseudoharengus","","Alosa pseudoharengus","(Wilson, 1811)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15660208,667590,"Scyliorhinus retifer","","Scyliorhinus retifer","(Garman, 1881)",2417,"Fish specimens","1966-02-10",38.9416656494141,-72.8333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15600012,1021073,"Osmerus mordax","","Osmerus mordax","(Mitchill, 1814)",2417,"Fish specimens","1978-10-18",45.0666656494141,-67.0166702270508,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15597875,513581,"Stenotomus chrysops","","Stenotomus chrysops","(Linnaeus, 1766)",2417,"Fish specimens","1959-10-15",45.033332824707,-66.9499969482422,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15593702,624992,"Etrumeus teres","","Etrumeus teres","(DeKay, 1842)",2417,"Fish specimens","1958-09-03",45.0999984741211,-66.533332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15656943,429027,"Cryptacanthodes maculatus","","Cryptacanthodes maculatus","Storer, 1839",2417,"Fish specimens","1980-09-05",45.0999984741211,-66.9833297729492,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15612081,1021073,"Osmerus mordax","","Osmerus mordax","(Mitchill, 1814)",2417,"Fish specimens","1968-08-22",45.0999984741211,-66.9833297729492,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15609702,438467,"Enchelyopus cimbrius","","Enchelyopus cimbrius","(Linnaeus, 1766)",2417,"Fish specimens","1968-08-28",45.0833320617676,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15793532,469744,"Menidia notata","","Menidia notata","(Mitchill, 1815)",2417,"Fish specimens","1952-07-28",45.0833320617676,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15657058,700889,"Syngnathus fuscus","","Syngnathus fuscus","Storer, 1839",2417,"Fish specimens","1925-07-04",45.0666656494141,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15798005,463332,"Limanda ferrugina","","Limanda ferruginea","(Storer, 1839)",2417,"Fish specimens","1989-10-25",44.7333335876465,-65.533332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15661429,471294,"Micromesistius poutassou","","Micromesistius poutassou","(Risso, 1827)",2417,"Fish specimens","1966-07-24",42.1583290100098,-65.4333267211914,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15816812,462767,"Raja erinacea","","Raja erinacea","Mitchill, 1825",2417,"Fish specimens","1982-09-27",38.25,-74.8000030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15687392,696231,"Caranx crysos","","Caranx crysos","(Mitchill, 1815)",2417,"Fish specimens","1982-09-23",37.2333335876465,-75.6833343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15807405,609706,"Caranx bartholomaei","","Caranx bartholomaei","Cuvier, 1833",2417,"Fish specimens","1982-09-23",37.2333335876465,-75.6833343505859,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15658685,469903,"Merluccius bilinearis","","Merluccius bilinearis","(Mitchill, 1814)",2417,"Fish specimens","1919-12-03",45,-66,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15791643,500254,"Pseudopleuronectes americanus","","Pseudopleuronectes americanus","(Walbaum, 1792)",2417,"Fish specimens","1962-08-15",45,-67,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15782198,524073,"Urophycis tenuis","","Urophycis tenuis","(Mitchill, 1814)",2417,"Fish specimens","1952-09-12",45,-67,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
19486868,463921,"Liparis cyclostigma","","Liparis cyclostigma","Gilbert, 1896",2417,"Fish specimens","1966-10-15",45.25,-64,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15801171,474447,"Myoxocephalus scorpius","","Myoxocephalus scorpius","(Linnaeus, 1758)",2417,"Fish specimens","",45.0833320617676,-67.0500030517578,"","S",2011-10-06 00:00:00,"","",,,,,,,,
15802219,418294,"Centropristis striata","","Centropristis striata","(Linnaeus, 1758)",2417,"Fish specimens","1981-07-09",45.0999984741211,-66.9833297729492,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15796807,695575,"Anguilla rostrata","","Anguilla rostrata","(Lesueur, 1817)",2417,"Fish specimens","1960-08-27",45.25,-66.0666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15605120,463924,"Liparis inquilinus","","Liparis inquilinus","Able, 1973",2417,"Fish specimens","1933-02-22",39.25,-75.25,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15604415,501596,"Pungitius pungitius","","Pungitius pungitius","(Linnaeus, 1758)",2417,"Fish specimens","1979-08-30",45.0833320617676,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15805757,609834,"Carcharodon carcharias","","Carcharodon carcharias","(Linnaeus, 1758)",2417,"Fish specimens","",44.6666679382324,-66.75,"","S",2011-10-06 00:00:00,"","",,,,,,,,
15801267,695575,"Anguilla rostrata","","Anguilla rostrata","(Lesueur, 1817)",2417,"Fish specimens","1960-08-24",45.25,-66.0666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15797340,646777,"Myctophum punctatum","","Myctophum punctatum","Rafinesque, 1810",2417,"Fish specimens","1982-09-29",38.3499984741211,-73.5666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15779290,516997,"Tautogolabrus adspersus","","Tautogolabrus adspersus","(Walbaum, 1792)",2417,"Fish specimens","1925-07-04",45.0666656494141,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15604540,601743,"Apeltes quadracus","","Apeltes quadracus","(Mitchill, 1815)",2417,"Fish specimens","1925-07-04",45.0666656494141,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15604537,399767,"Alosa pseudoharengus","","Alosa pseudoharengus","(Wilson, 1811)",2417,"Fish specimens","1962-06-26",45.1833343505859,-67.1500015258789,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15595947,698575,"Maurolicus muelleri","","Maurolicus muelleri","(Gmelin, 1789)",2417,"Fish specimens","1968-11-04",45.0999984741211,-66.9833297729492,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15593496,452804,"Hemitripterus americanus","","Hemitripterus americanus","(Gmelin, 1789)",2417,"Fish specimens","1989-10-25",44.7333335876465,-65.533332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15656756,695575,"Anguilla rostrata","","Anguilla rostrata","(Lesueur, 1817)",2417,"Fish specimens","1916-09-20",45.3833351135254,-66.033332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15602634,399767,"Alosa pseudoharengus","","Alosa pseudoharengus","(Wilson, 1811)",2417,"Fish specimens","1989-10-25",44.7333335876465,-65.533332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15685225,490401,"Petromyzon marinus","","Petromyzon marinus","Linnaeus, 1758",2417,"Fish specimens","1960-08-24",45.25,-66.0666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15769664,474883,"Myxine glutinosa","","Myxine glutinosa","Linnaeus, 1758",2417,"Fish specimens","1962-07-25",45.0999984741211,-66.9833297729492,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15611159,1018416,"Fundulus heteroclitus","","Fundulus heteroclitus","(Linnaeus, 1766)",2417,"Fish specimens","1982-08-21",45.0833320617676,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15776849,695418,"Alosa aestivalis","","Alosa aestivalis","(Mitchill, 1814)",2417,"Fish specimens","1989-10-25",44.7333335876465,-65.533332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15801294,524067,"Urophycis chuss","","Urophycis chuss","(Walbaum, 1792)",2417,"Fish specimens","",41.4166679382324,-66.9250030517578,"","S",2011-10-06 00:00:00,"","",,,,,,,,
15786527,638211,"Lepophidium cervinum","","Lepophidium cervinum","Goode & Bean, 1885",2417,"Fish specimens","1965-07-20",40.6833343505859,-66.9166641235352,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15688909,400645,"Ammodytes americanus","","Ammodytes americanus","DeKay, 1842",2417,"Fish specimens","1916-09-06",45,-67,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15806523,752411,"Myctophidae","","Myctophidae","Gill, 1893",2417,"Fish specimens","1982-09-29",38.3499984741211,-73.5666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15804854,500254,"Pseudopleuronectes americanus","","Pseudopleuronectes americanus","(Walbaum, 1792)",2417,"Fish specimens","1925-07-04",45.0666656494141,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15683992,454210,"Hippoglossus hippoglossus","","Hippoglossus hippoglossus","(Linnaeus, 1758)",2417,"Fish specimens","1947-07-19",45.0999984741211,-66.9833297729492,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15665750,400645,"Ammodytes americanus","","Ammodytes americanus","DeKay, 1842",2417,"Fish specimens","1982-06-21",43.4333343505859,-70.3333358764648,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15807668,454204,"Hippoglossoides platessoides","","Hippoglossoides platessoides","(Fabricius, 1780)",2417,"Fish specimens","1962-08-15",45,-67,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15806991,620721,"Diaphus dumerilii","","Diaphus dumerilii","(Bleeker, 1856)",2417,"Fish specimens","1982-09-29",38.3499984741211,-73.5666656494141,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15794519,469320,"Melanogrammus aeglefinis","","Melanogrammus aeglefinus","(Linnaeus, 1758)",2417,"Fish specimens","1966-08-17",45.0999984741211,-66.9833297729492,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15793853,667377,"Scomber japonicus","","Scomber japonicus","Houttuyn, 1782",2417,"Fish specimens","1989-10-25",44.7333335876465,-65.533332824707,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15789152,489354,"Peprilus triacanthus","","Peprilus triacanthus","(Peck, 1804)",2417,"Fish specimens","1982-09-15",37.5,-74.3666687011719,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15671235,489354,"Peprilus triacanthus","","Peprilus triacanthus","(Peck, 1804)",2417,"Fish specimens","1968-08-22",45.0833320617676,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15656857,400645,"Ammodytes americanus","","Ammodytes americanus","DeKay, 1842",2417,"Fish specimens","1982-08-21",45.0833320617676,-67.0500030517578,"","S",2011-10-06 00:00:00,"12:00:00","",,,,,,,,
15655335,524073,"Urophycis tenuis","","Urophycis tenuis","(Mitchill, 1814)",2417,"Fish specimens","",45.0833320617676,-67.0666656494141,"","S",2011-10-06 00:00:00,"","",,,,,,,,
